ID на сайте,Источник,district_name,n_buildings_300m,n_living_buildings_300m,n_flats_300m,min_bc_distance_300m,mean_bc_distance_300m,traffic1_300m,traffic2_300m,traffic3_300m,traffic4_300m,district_price,n_buildings_600m,n_living_buildings_600m,n_flats_600m,min_bc_distance_600m,mean_bc_distance_600m,traffic1_600m,traffic2_600m,traffic3_600m,traffic4_600m,Медицина_300,Стоматологии_300,"Аптеки, оптики_300",Салоны красоты_300,"Бани, сауны_300","Фитнес-центры, тренажерные_300",Супермаркеты_300,Гипермаркеты_300,Продуктовые магазины_300,"Алкомаркеты, магазины пива_300","Школы, лицеи, гимназии_300",Детские сады_300,"Колледжи, институты_300",Студенческие общежития_300,"Торговые центры, моллы_300",Бизнес-центры_300,Пункты выдачи товаров_300,Ветаптеки и ветклиники_300,Магазины цветов_300,"Прачечные, химчистки_300",Детские игровые залы_300,Религия_300,"Пиццерии, суши, столовые_300","Пекарни, кофейни_300","Кафе, бары, рестораны_300",Социальные_300,Банки_300,Медицина_600,Стоматологии_600,"Аптеки, оптики_600",Салоны красоты_600,"Бани, сауны_600","Фитнес-центры, тренажерные_600",Супермаркеты_600,Гипермаркеты_600,Продуктовые магазины_600,"Алкомаркеты, магазины пива_600","Школы, лицеи, гимназии_600",Детские сады_600,"Колледжи, институты_600",Студенческие общежития_600,"Торговые центры, моллы_600",Бизнес-центры_600,Пункты выдачи товаров_600,Ветаптеки и ветклиники_600,Магазины цветов_600,"Прачечные, химчистки_600",Детские игровые залы_600,Религия_600,"Пиццерии, суши, столовые_600","Пекарни, кофейни_600","Кафе, бары, рестораны_600",Социальные_600,Банки_600
3941757984976483840,realty.yandex.ru,Пресненский,74.0,32.0,4016.0,12.0,179.2,2300,3124,2766,3868,621300.0,198.0,87.0,8237.0,12.0,418.08,2300,3124,2766,3868,4.0,1.0,2.0,21.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,8.0,1.0,0.0,11.0,3.0,6.0,44.0,1.0,7.0,7.0,0.0,6.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,6.0,3.0,5.0,4.0,0.0,4.0,4.0,5.0,15.0,5.0,0.0
115729461051021296,realty.yandex.ru,Беговой,90.0,19.0,1883.0,0.0,155.55,738,20048,1139,12229,414000.0,261.0,79.0,6869.0,0.0,332.0425531914894,738,20048,1139,12229,13.0,2.0,5.0,23.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,3.0,10.0,9.0,18.0,1.0,1.0,29.0,9.0,17.0,60.0,1.0,6.0,13.0,0.0,10.0,13.0,4.0,6.0,1.0,0.0,0.0,15.0,12.0,1.0,12.0,7.0,0.0,4.0,21.0,31.0,39.0,3.0,2.0
323692483,cian.ru,Лефортово,47.0,14.0,3815.0,0.0,177.75,3256,12079,3869,10979,279300.0,177.0,45.0,10404.0,0.0,409.2692307692308,3256,12079,3869,10979,4.0,0.0,6.0,10.0,0.0,3.0,4.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,8.0,1.0,17.0,29.0,1.0,8.0,9.0,1.0,21.0,9.0,4.0,5.0,25.0,0.0,2.0,7.0,19.0,1.0,4.0,6.0,2.0,0.0,21.0,30.0,35.0,5.0,0.0
322886673,cian.ru,Хамовники,78.0,26.0,1545.0,5.0,122.4375,1962,15506,1873,5697,846800.0,232.0,71.0,5234.0,5.0,337.38461538461536,1962,15506,1873,5697,0.0,1.0,4.0,12.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,5.0,5.0,6.0,1.0,0.0,35.0,4.0,12.0,42.0,0.0,6.0,6.0,0.0,16.0,7.0,5.0,3.0,5.0,0.0,1.0,5.0,16.0,5.0,6.0,10.0,0.0,2.0,11.0,14.0,22.0,9.0,0.0
7517866235141817344,realty.yandex.ru,Лефортово,16.0,5.0,1644.0,216.0,260.3333333333333,0,0,0,0,279300.0,138.0,35.0,5978.0,216.0,357.4736842105263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,8.0,1.0,2.0,4.0,0.0,4.0,12.0,1.0,4.0,2.0,0.0,0.0,3.0,9.0,0.0,2.0,1.0,0.0,1.0,6.0,7.0,14.0,3.0,0.0
3336356383237275136,realty.yandex.ru,Замоскворечье,72.0,10.0,116.0,50.0,181.06666666666663,274,22067,252,15891,543700.0,323.0,54.0,2763.0,50.0,396.46753246753246,274,22067,252,15891,1.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,11.0,8.0,16.0,27.0,2.0,3.0,4.0,0.0,35.0,7.0,2.0,0.0,5.0,0.0,0.0,17.0,6.0,5.0,10.0,6.0,0.0,4.0,28.0,28.0,45.0,2.0,4.0
325104424,cian.ru,Лефортово,47.0,14.0,3815.0,0.0,177.75,3256,12079,3869,10979,279300.0,177.0,45.0,10404.0,0.0,409.2692307692308,3256,12079,3869,10979,4.0,0.0,6.0,10.0,0.0,3.0,4.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,8.0,1.0,17.0,29.0,1.0,8.0,9.0,1.0,21.0,9.0,4.0,5.0,25.0,0.0,2.0,7.0,19.0,1.0,4.0,6.0,2.0,0.0,21.0,30.0,35.0,5.0,0.0
323490729,cian.ru,Лефортово,47.0,14.0,3815.0,0.0,177.75,3256,12079,3869,10979,279300.0,177.0,45.0,10404.0,0.0,409.2692307692308,3256,12079,3869,10979,4.0,0.0,6.0,10.0,0.0,3.0,4.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,8.0,1.0,17.0,29.0,1.0,8.0,9.0,1.0,21.0,9.0,4.0,5.0,25.0,0.0,2.0,7.0,19.0,1.0,4.0,6.0,2.0,0.0,21.0,30.0,35.0,5.0,0.0
5203054433263415296,realty.yandex.ru,Сокол,43.0,28.0,3038.0,14.0,214.4,512,2347,942,5389,390900.0,179.0,96.0,8597.0,14.0,302.625,512,2347,942,5389,5.0,2.0,3.0,15.0,0.0,5.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,5.0,4.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,18.0,9.0,5.0,28.0,0.0,7.0,11.0,0.0,17.0,4.0,9.0,6.0,1.0,1.0,0.0,1.0,13.0,5.0,10.0,11.0,0.0,0.0,1.0,10.0,13.0,5.0,0.0
325054407,cian.ru,Коньково,29.0,1.0,256.0,0.0,176.75,0,14720,164,11877,351300.0,128.0,19.0,3319.0,0.0,379.53333333333336,0,14720,164,11877,1.0,3.0,7.0,7.0,0.0,1.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,6.0,7.0,10.0,20.0,0.0,3.0,3.0,0.0,14.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,10.0,1.0,4.0,4.0,0.0,2.0,7.0,9.0,10.0,0.0,1.0
324651675,cian.ru,Сокол,41.0,28.0,3022.0,17.0,213.75,512,2347,1409,5506,390900.0,173.0,94.0,7863.0,17.0,317.75,512,2347,1409,5506,4.0,2.0,3.0,16.0,0.0,5.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,16.0,9.0,6.0,28.0,0.0,8.0,11.0,0.0,17.0,5.0,9.0,6.0,1.0,1.0,0.0,1.0,14.0,5.0,9.0,11.0,0.0,0.0,1.0,10.0,13.0,3.0,0.0
321955335,cian.ru,Сокол,41.0,28.0,3022.0,17.0,213.75,512,2347,1409,5506,390900.0,173.0,94.0,7863.0,17.0,317.75,512,2347,1409,5506,4.0,2.0,3.0,16.0,0.0,5.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,16.0,9.0,6.0,28.0,0.0,8.0,11.0,0.0,17.0,5.0,9.0,6.0,1.0,1.0,0.0,1.0,14.0,5.0,9.0,11.0,0.0,0.0,1.0,10.0,13.0,3.0,0.0
323928170,cian.ru,Сокол,41.0,28.0,3022.0,17.0,213.75,512,2347,1409,5506,390900.0,173.0,94.0,7863.0,17.0,317.75,512,2347,1409,5506,4.0,2.0,3.0,16.0,0.0,5.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,16.0,9.0,6.0,28.0,0.0,8.0,11.0,0.0,17.0,5.0,9.0,6.0,1.0,1.0,0.0,1.0,14.0,5.0,9.0,11.0,0.0,0.0,1.0,10.0,13.0,3.0,0.0
324679915,cian.ru,Вешняки,44.0,16.0,3341.0,0.0,170.66666666666666,1364,5886,6501,2672,263200.0,155.0,67.0,11276.0,0.0,342.46153846153845,1364,5886,6501,2672,1.0,0.0,8.0,9.0,0.0,1.0,3.0,0.0,30.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,3.0,3.0,4.0,2.0,0.0,7.0,8.0,10.0,1.0,1.0,3.0,1.0,22.0,19.0,0.0,1.0,11.0,0.0,43.0,11.0,3.0,6.0,1.0,0.0,3.0,0.0,33.0,5.0,6.0,5.0,3.0,0.0,9.0,11.0,20.0,4.0,2.0
320664937,cian.ru,Обручевский,34.0,12.0,3438.0,133.0,209.8,3000,2836,2333,5370,411600.0,134.0,53.0,12408.0,133.0,339.9,3000,2836,2333,5370,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,8.0,0.0,2.0,8.0,3.0,4.0,10.0,0.0,3.0,5.0,0.0,3.0,2.0,1.0,5.0,5.0,7.0,0.0,4.0,12.0,1.0,4.0,5.0,0.0,3.0,6.0,5.0,22.0,3.0,2.0
324521634,cian.ru,Лефортово,56.0,11.0,3058.0,122.0,198.375,1998,6584,2746,6557,279300.0,161.0,39.0,9850.0,122.0,367.25,1998,6584,2746,6557,4.0,0.0,6.0,5.0,0.0,2.0,4.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,1.0,0.0,0.0,4.0,7.0,7.0,3.0,0.0,8.0,1.0,10.0,23.0,1.0,7.0,8.0,0.0,12.0,10.0,1.0,7.0,20.0,0.0,0.0,7.0,17.0,1.0,4.0,4.0,0.0,0.0,18.0,16.0,23.0,4.0,1.0
322236437,cian.ru,Филевский Парк,38.0,25.0,5036.0,5.0,153.5,2378,22129,5401,24873,402300.0,103.0,44.0,8885.0,5.0,297.22222222222223,2378,22129,5401,24873,3.0,1.0,7.0,18.0,0.0,6.0,6.0,0.0,11.0,5.0,4.0,2.0,0.0,0.0,1.0,2.0,9.0,5.0,4.0,4.0,2.0,0.0,9.0,18.0,17.0,2.0,0.0,4.0,3.0,10.0,24.0,0.0,6.0,7.0,1.0,19.0,9.0,5.0,5.0,0.0,0.0,2.0,3.0,21.0,5.0,6.0,9.0,2.0,1.0,10.0,20.0,21.0,2.0,0.0
8689032616066094080,realty.yandex.ru,Войковский,53.0,27.0,2921.0,55.0,201.5,830,5251,2631,4762,362300.0,217.0,106.0,10725.0,55.0,422.60869565217394,830,5251,2631,4762,3.0,1.0,5.0,8.0,0.0,1.0,5.0,0.0,10.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,12.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,10.0,0.0,0.0,15.0,3.0,13.0,21.0,0.0,2.0,13.0,0.0,21.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,26.0,8.0,6.0,9.0,0.0,2.0,10.0,7.0,19.0,7.0,2.0
322926406,cian.ru,Алексеевский,63.0,24.0,4426.0,120.0,211.66666666666663,1904,5450,2389,2061,397600.0,242.0,98.0,12491.0,120.0,372.11764705882354,1904,5450,2389,2061,6.0,4.0,4.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,22.0,9.0,19.0,47.0,1.0,4.0,13.0,0.0,32.0,9.0,4.0,8.0,7.0,1.0,1.0,4.0,28.0,5.0,3.0,11.0,0.0,0.0,13.0,19.0,27.0,5.0,2.0
7443363468868210688,realty.yandex.ru,Обручевский,35.0,14.0,3839.0,0.0,172.33333333333334,1628,1693,2605,4302,411600.0,138.0,56.0,12396.0,0.0,400.7,1628,1693,2605,4302,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,3.0,2.0,7.0,8.0,0.0,4.0,11.0,0.0,11.0,4.0,3.0,4.0,5.0,7.0,0.0,4.0,16.0,2.0,5.0,5.0,0.0,3.0,6.0,9.0,26.0,6.0,2.0
2459351128778317824,realty.yandex.ru,Даниловский,79.0,20.0,2025.0,0.0,171.83333333333334,1034,8028,1213,8830,399100.0,260.0,84.0,7821.0,0.0,407.6923076923077,1034,8028,1213,8830,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,69.0,3.0,4.0,7.0,0.0,13.0,12.0,3.0,9.0,6.0,0.0,1.0,5.0,19.0,6.0,10.0,4.0,0.0,1.0,7.0,15.0,15.0,1.0,1.0
324651014,cian.ru,Щукино,19.0,13.0,2629.0,,,1012,437,1884,728,395300.0,90.0,43.0,6344.0,455.0,480.0,1012,437,1884,728,2.0,1.0,1.0,12.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,55.0,4.0,3.0,16.0,0.0,4.0,5.0,0.0,12.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
321621452,cian.ru,Даниловский,79.0,20.0,2025.0,0.0,171.83333333333334,1034,8028,1213,8830,399100.0,259.0,83.0,7314.0,0.0,407.4230769230769,1034,8028,1213,8830,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,69.0,3.0,4.0,7.0,0.0,13.0,12.0,3.0,9.0,6.0,0.0,1.0,5.0,19.0,6.0,10.0,4.0,0.0,1.0,7.0,15.0,15.0,1.0,1.0
324930204,cian.ru,Останкинский,16.0,3.0,192.0,283.0,283.0,186,1498,830,2747,380300.0,84.0,23.0,3460.0,283.0,343.0,186,1498,830,2747,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,5.0,8.0,2.0,0.0
320814925,cian.ru,Рязанский,50.0,9.0,1113.0,62.0,157.0,1084,7840,1893,3681,295600.0,216.0,52.0,4772.0,62.0,416.9166666666667,1084,7840,1893,3681,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,2.0,8.0,10.0,0.0,0.0,6.0,0.0,18.0,8.0,3.0,5.0,1.0,0.0,0.0,5.0,16.0,6.0,4.0,2.0,0.0,0.0,10.0,3.0,7.0,2.0,0.0
323446199,cian.ru,Даниловский,79.0,20.0,2025.0,0.0,171.83333333333334,1034,8028,1213,8830,399100.0,259.0,83.0,7314.0,0.0,407.4230769230769,1034,8028,1213,8830,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,69.0,3.0,4.0,7.0,0.0,13.0,12.0,3.0,9.0,6.0,0.0,1.0,5.0,19.0,6.0,10.0,4.0,0.0,1.0,7.0,15.0,15.0,1.0,1.0
8849730616525789184,realty.yandex.ru,Солнцево,15.0,3.0,821.0,,,102,2010,1158,2044,284300.0,82.0,22.0,4359.0,,,102,2010,1158,2044,1.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,3.0,10.0,14.0,0.0,3.0,7.0,0.0,13.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,15.0,3.0,6.0,2.0,1.0,0.0,3.0,3.0,12.0,5.0,0.0
324788572,cian.ru,Хамовники,81.0,15.0,1145.0,39.0,162.92857142857142,384,10003,740,6255,846800.0,254.0,44.0,3474.0,39.0,346.8157894736842,384,10003,740,6255,28.0,2.0,5.0,4.0,0.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,77.0,4.0,7.0,25.0,0.0,8.0,0.0,0.0,17.0,5.0,3.0,2.0,11.0,0.0,0.0,7.0,8.0,3.0,3.0,4.0,0.0,2.0,9.0,9.0,33.0,5.0,0.0
3965285094525481984,realty.yandex.ru,Беговой,78.0,15.0,1444.0,23.0,179.95,724,22174,682,9761,414000.0,268.0,82.0,7673.0,23.0,373.5263157894737,724,22174,682,9761,9.0,2.0,4.0,23.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,7.0,17.0,1.0,1.0,33.0,10.0,21.0,70.0,1.0,6.0,14.0,0.0,18.0,12.0,4.0,4.0,1.0,0.0,0.0,17.0,16.0,1.0,18.0,7.0,0.0,6.0,18.0,34.0,58.0,2.0,5.0
3965285094498875904,realty.yandex.ru,Филевский Парк,34.0,17.0,1381.0,,,254,2170,2531,2386,402300.0,131.0,45.0,4471.0,546.0,549.0,254,2170,2531,2386,6.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,8.0,2.0,3.0,11.0,0.0,4.0,4.0,0.0,12.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,8.0,5.0,1.0
322814099,cian.ru,Тушино Северное,25.0,17.0,3278.0,,,2952,1997,3819,3414,310000.0,123.0,83.0,14068.0,,,2952,1997,3819,3414,0.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,4.0,4.0,17.0,15.0,1.0,1.0,11.0,0.0,23.0,17.0,8.0,7.0,0.0,0.0,3.0,0.0,38.0,3.0,5.0,4.0,0.0,1.0,4.0,10.0,11.0,7.0,2.0
3940063261425457152,realty.yandex.ru,Хамовники,78.0,26.0,1545.0,0.0,121.5625,1718,15326,1796,5697,846800.0,228.0,71.0,5234.0,0.0,330.07894736842104,1718,15326,1796,5697,0.0,1.0,4.0,12.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,5.0,5.0,6.0,1.0,0.0,35.0,4.0,13.0,42.0,0.0,6.0,7.0,0.0,16.0,7.0,5.0,3.0,5.0,0.0,1.0,5.0,16.0,5.0,6.0,10.0,0.0,2.0,11.0,14.0,22.0,9.0,0.0
7547709565,avito.ru,Нагатино-Садовники,61.0,2.0,327.0,55.0,156.71428571428572,746,9153,305,6815,353800.0,197.0,35.0,5615.0,55.0,337.57894736842104,746,9153,305,6815,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,11.0,2.0,11.0,12.0,0.0,5.0,6.0,0.0,16.0,4.0,0.0,4.0,3.0,0.0,0.0,6.0,13.0,1.0,5.0,3.0,0.0,0.0,11.0,10.0,15.0,3.0,1.0
320506958,cian.ru,Гагаринский,25.0,12.0,2537.0,,,1604,3704,2302,7335,454900.0,114.0,56.0,9543.0,327.0,327.0,1604,3704,2302,7335,4.0,4.0,8.0,17.0,0.0,1.0,3.0,0.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,4.0,0.0,0.0,4.0,5.0,8.0,5.0,1.0,19.0,9.0,17.0,35.0,0.0,6.0,12.0,0.0,47.0,16.0,6.0,9.0,2.0,0.0,0.0,0.0,29.0,3.0,6.0,11.0,0.0,0.0,10.0,22.0,28.0,6.0,1.0
3941700071042076160,realty.yandex.ru,Лефортово,45.0,13.0,3495.0,140.0,204.8333333333333,1356,1279,2746,6557,279300.0,158.0,41.0,9663.0,140.0,359.7916666666667,1356,1279,2746,6557,3.0,0.0,6.0,5.0,0.0,3.0,4.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,1.0,0.0,0.0,2.0,6.0,7.0,3.0,0.0,7.0,1.0,12.0,26.0,1.0,7.0,7.0,0.0,15.0,11.0,1.0,6.0,18.0,0.0,2.0,7.0,17.0,1.0,4.0,5.0,0.0,0.0,16.0,21.0,30.0,5.0,1.0
321378108,cian.ru,Войковский,53.0,27.0,2921.0,55.0,201.75,830,5251,2631,4762,362300.0,217.0,106.0,10725.0,55.0,422.69565217391306,830,5251,2631,4762,3.0,1.0,5.0,8.0,0.0,1.0,5.0,0.0,10.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,12.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,10.0,0.0,0.0,15.0,3.0,13.0,21.0,0.0,2.0,13.0,0.0,21.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,26.0,8.0,6.0,9.0,0.0,2.0,10.0,7.0,19.0,7.0,2.0
7517866235141810176,realty.yandex.ru,Хамовники,80.0,14.0,1107.0,45.0,163.0,372,10003,740,6255,846800.0,253.0,43.0,3398.0,45.0,347.8421052631579,372,10003,740,6255,36.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,79.0,4.0,8.0,25.0,0.0,8.0,0.0,0.0,16.0,5.0,3.0,2.0,11.0,0.0,0.0,7.0,8.0,4.0,3.0,4.0,0.0,2.0,9.0,9.0,32.0,5.0,0.0
6123976527177525248,realty.yandex.ru,Можайский,31.0,8.0,143.0,0.0,128.85714285714286,228,29484,372,35651,311900.0,91.0,14.0,529.0,0.0,286.53846153846155,228,29484,372,35651,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,7.0,18.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,6.0,13.0,7.0,18.0,0.0
325209064,cian.ru,Тропарево-Никулино,21.0,10.0,1716.0,,,690,148,1255,395,399700.0,78.0,34.0,8449.0,363.0,390.5,690,148,1255,395,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,11.0,3.0,5.0,11.0,0.0,2.0,5.0,0.0,5.0,4.0,3.0,6.0,0.0,4.0,1.0,0.0,12.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0
6123970715803422720,realty.yandex.ru,Можайский,31.0,8.0,143.0,0.0,128.85714285714286,228,29484,372,35651,311900.0,91.0,14.0,529.0,0.0,286.53846153846155,228,29484,372,35651,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,7.0,18.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,6.0,13.0,7.0,18.0,0.0
322964782,cian.ru,Донской,33.0,5.0,680.0,0.0,187.28571428571428,588,18037,310,5515,391900.0,125.0,24.0,3344.0,0.0,372.7826086956522,588,18037,310,5515,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,10.0,5.0,7.0,12.0,0.0,6.0,3.0,0.0,4.0,8.0,3.0,0.0,6.0,1.0,0.0,9.0,9.0,0.0,2.0,3.0,0.0,4.0,10.0,13.0,15.0,1.0,0.0
321007409,cian.ru,Даниловский,49.0,2.0,,64.0,153.66666666666666,2848,6135,249,5744,399100.0,254.0,58.0,3830.0,64.0,377.483870967742,2848,6135,249,5744,5.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,12.0,8.0,0.0,0.0,8.0,4.0,3.0,12.0,2.0,3.0,3.0,0.0,11.0,5.0,3.0,3.0,4.0,0.0,0.0,7.0,6.0,0.0,8.0,4.0,0.0,3.0,10.0,16.0,15.0,4.0,0.0
