ID на сайте,Источник,district_name,n_buildings_300m,n_living_buildings_300m,n_flats_300m,min_bc_distance_300m,mean_bc_distance_300m,traffic1_300m,traffic2_300m,traffic3_300m,traffic4_300m,district_price,n_buildings_600m,n_living_buildings_600m,n_flats_600m,min_bc_distance_600m,mean_bc_distance_600m,traffic1_600m,traffic2_600m,traffic3_600m,traffic4_600m,Медицина_300,Стоматологии_300,"Аптеки, оптики_300",Салоны красоты_300,"Бани, сауны_300","Фитнес-центры, тренажерные_300",Супермаркеты_300,Гипермаркеты_300,Продуктовые магазины_300,"Алкомаркеты, магазины пива_300","Школы, лицеи, гимназии_300",Детские сады_300,"Колледжи, институты_300",Студенческие общежития_300,"Торговые центры, моллы_300",Бизнес-центры_300,Пункты выдачи товаров_300,Ветаптеки и ветклиники_300,Магазины цветов_300,"Прачечные, химчистки_300",Детские игровые залы_300,Религия_300,"Пиццерии, суши, столовые_300","Пекарни, кофейни_300","Кафе, бары, рестораны_300",Социальные_300,Банки_300,Медицина_600,Стоматологии_600,"Аптеки, оптики_600",Салоны красоты_600,"Бани, сауны_600","Фитнес-центры, тренажерные_600",Супермаркеты_600,Гипермаркеты_600,Продуктовые магазины_600,"Алкомаркеты, магазины пива_600","Школы, лицеи, гимназии_600",Детские сады_600,"Колледжи, институты_600",Студенческие общежития_600,"Торговые центры, моллы_600",Бизнес-центры_600,Пункты выдачи товаров_600,Ветаптеки и ветклиники_600,Магазины цветов_600,"Прачечные, химчистки_600",Детские игровые залы_600,Религия_600,"Пиццерии, суши, столовые_600","Пекарни, кофейни_600","Кафе, бары, рестораны_600",Социальные_600,Банки_600
7629899346,avito.ru,Можайский,31.0,8.0,143.0,0.0,128.85714285714286,228,29484,372,35651,311900.0,91.0,14.0,529.0,0.0,286.46153846153845,228,29484,372,35651,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,7.0,18.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,6.0,13.0,7.0,18.0,0.0
324739640,cian.ru,Таганский,83.0,13.0,2406.0,39.0,152.8181818181818,910,8088,3220,7830,433700.0,317.0,94.0,8999.0,39.0,421.63793103448273,910,8088,3220,7830,5.0,8.0,14.0,37.0,0.0,2.0,4.0,0.0,12.0,5.0,2.0,2.0,1.0,0.0,2.0,2.0,11.0,3.0,7.0,2.0,1.0,3.0,8.0,7.0,14.0,3.0,0.0,30.0,23.0,31.0,124.0,4.0,12.0,13.0,0.0,32.0,10.0,13.0,4.0,7.0,1.0,4.0,9.0,30.0,7.0,21.0,15.0,2.0,4.0,23.0,29.0,49.0,14.0,5.0
320561276,cian.ru,Таганский,98.0,19.0,967.0,9.0,158.67857142857142,408,2939,188,1770,433700.0,460.0,57.0,3022.0,9.0,372.5060240963856,408,2939,188,1770,3.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,27.0,5.0,5.0,33.0,1.0,10.0,4.0,0.0,9.0,2.0,3.0,3.0,21.0,0.0,0.0,10.0,7.0,3.0,4.0,3.0,0.0,17.0,9.0,15.0,36.0,3.0,4.0
324446757,cian.ru,Таганский,98.0,19.0,967.0,9.0,158.67857142857142,408,2939,188,1770,433700.0,460.0,57.0,3022.0,9.0,372.5060240963856,408,2939,188,1770,3.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,27.0,5.0,5.0,33.0,1.0,10.0,4.0,0.0,9.0,2.0,3.0,3.0,21.0,0.0,0.0,10.0,7.0,3.0,4.0,3.0,0.0,17.0,9.0,15.0,36.0,3.0,4.0
321433370,cian.ru,Тропарево-Никулино,27.0,10.0,2581.0,,,754,1083,3010,2301,399700.0,79.0,32.0,8194.0,470.0,470.0,754,1083,3010,2301,3.0,4.0,3.0,6.0,0.0,0.0,3.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,10.0,9.0,8.0,15.0,0.0,1.0,9.0,0.0,5.0,2.0,8.0,3.0,9.0,1.0,0.0,0.0,8.0,3.0,4.0,5.0,0.0,4.0,4.0,2.0,11.0,4.0,1.0
322578738,cian.ru,Ломоносовский,29.0,16.0,2416.0,154.0,154.0,1320,9993,3012,7193,418300.0,97.0,41.0,5569.0,154.0,440.4285714285714,1320,9993,3012,7193,1.0,3.0,6.0,7.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,10.0,2.0,6.0,5.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,10.0,4.0,10.0,13.0,0.0,5.0,9.0,0.0,16.0,5.0,9.0,4.0,2.0,0.0,1.0,4.0,20.0,3.0,6.0,7.0,0.0,0.0,7.0,6.0,10.0,5.0,1.0
325111739,cian.ru,Ломоносовский,29.0,16.0,2416.0,154.0,154.0,1320,9993,3012,7193,418300.0,97.0,41.0,5569.0,154.0,440.4285714285714,1320,9993,3012,7193,1.0,3.0,6.0,7.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,10.0,2.0,6.0,5.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,10.0,4.0,10.0,13.0,0.0,5.0,9.0,0.0,16.0,5.0,9.0,4.0,2.0,0.0,1.0,4.0,20.0,3.0,6.0,7.0,0.0,0.0,7.0,6.0,10.0,5.0,1.0
2361982417124036096,realty.yandex.ru,Таганский,39.0,6.0,434.0,3.0,158.33333333333334,484,5717,170,823,433700.0,336.0,43.0,2431.0,3.0,424.1111111111111,484,5717,170,823,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,6.0,21.0,1.0,9.0,5.0,0.0,12.0,3.0,2.0,1.0,16.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,0.0,14.0,9.0,8.0,20.0,2.0,3.0
3963650817019123200,realty.yandex.ru,Отрадное,20.0,3.0,416.0,193.0,240.42857142857144,2496,10087,3793,4281,300400.0,86.0,9.0,916.0,193.0,291.54545454545456,2496,10087,3793,4281,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0
323234990,cian.ru,Замоскворечье,106.0,29.0,2355.0,0.0,154.75,1998,17173,1043,9443,543700.0,398.0,103.0,7420.0,0.0,383.66326530612247,1998,17173,1043,9443,10.0,6.0,5.0,12.0,1.0,7.0,2.0,0.0,8.0,0.0,3.0,3.0,20.0,1.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,0.0,12.0,11.0,20.0,1.0,1.0,35.0,17.0,30.0,85.0,1.0,16.0,13.0,0.0,37.0,8.0,7.0,4.0,25.0,1.0,1.0,12.0,22.0,2.0,15.0,6.0,0.0,7.0,33.0,50.0,92.0,8.0,4.0
6819069280742130688,realty.yandex.ru,Хорошевский,64.0,15.0,2158.0,149.0,149.0,2396,34890,2824,1694,443000.0,200.0,43.0,6556.0,149.0,444.7142857142857,2396,34890,2824,1694,6.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,15.0,9.0,38.0,0.0,7.0,11.0,0.0,16.0,3.0,5.0,7.0,6.0,1.0,1.0,7.0,12.0,1.0,9.0,7.0,9.0,0.0,9.0,23.0,43.0,6.0,1.0
322656677,cian.ru,Хорошевский,77.0,11.0,1835.0,111.0,111.0,2396,34890,2824,2132,443000.0,209.0,42.0,5703.0,111.0,430.3571428571428,2396,34890,2824,2132,2.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,12.0,8.0,34.0,0.0,7.0,11.0,0.0,16.0,3.0,4.0,7.0,6.0,3.0,1.0,7.0,13.0,1.0,10.0,5.0,8.0,0.0,10.0,25.0,44.0,7.0,1.0
321586240,cian.ru,Ломоносовский,29.0,16.0,2416.0,154.0,154.0,1320,9993,3012,7193,418300.0,97.0,41.0,5569.0,154.0,440.4285714285714,1320,9993,3012,7193,1.0,3.0,6.0,7.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,10.0,2.0,6.0,5.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,10.0,4.0,10.0,13.0,0.0,5.0,9.0,0.0,16.0,5.0,9.0,4.0,2.0,0.0,1.0,4.0,20.0,3.0,6.0,7.0,0.0,0.0,7.0,6.0,10.0,5.0,1.0
318412969,cian.ru,Беговой,55.0,12.0,2121.0,34.0,224.5,3008,36202,1528,16793,414000.0,244.0,63.0,6817.0,34.0,371.2407407407408,3008,36202,1528,16793,3.0,4.0,6.0,5.0,1.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,9.0,13.0,16.0,1.0,2.0,20.0,16.0,16.0,36.0,2.0,4.0,9.0,0.0,40.0,13.0,4.0,5.0,4.0,0.0,2.0,9.0,14.0,4.0,18.0,3.0,0.0,4.0,16.0,44.0,56.0,4.0,3.0
8427502013113800704,realty.yandex.ru,Москворечье-Сабурово,45.0,17.0,3491.0,56.0,156.0,1444,10111,1363,2749,300500.0,146.0,63.0,11564.0,56.0,236.75,1444,10111,1363,2749,1.0,1.0,4.0,6.0,0.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,4.0,13.0,12.0,0.0,1.0,11.0,0.0,15.0,4.0,9.0,5.0,1.0,1.0,0.0,0.0,26.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0
321537707,cian.ru,Замоскворечье,192.0,34.0,1065.0,8.0,182.92857142857144,732,10550,609,5524,543700.0,635.0,129.0,5700.0,8.0,369.0,732,10550,609,5524,7.0,3.0,0.0,24.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,9.0,26.0,3.0,0.0,36.0,16.0,19.0,115.0,0.0,11.0,16.0,0.0,32.0,11.0,6.0,6.0,14.0,0.0,0.0,11.0,34.0,4.0,14.0,12.0,1.0,15.0,19.0,44.0,86.0,9.0,5.0
8303031895734056960,realty.yandex.ru,Гагаринский,29.0,20.0,2734.0,81.0,81.0,2048,3464,1261,2358,454900.0,128.0,66.0,9450.0,81.0,323.0,2048,3464,1261,2358,5.0,4.0,4.0,11.0,0.0,2.0,3.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,14.0,14.0,19.0,41.0,0.0,4.0,13.0,0.0,50.0,15.0,8.0,12.0,1.0,0.0,2.0,0.0,28.0,3.0,10.0,14.0,0.0,0.0,11.0,24.0,34.0,9.0,1.0
322812328,cian.ru,Войковский,42.0,4.0,543.0,0.0,134.33333333333334,564,3137,696,2157,362300.0,164.0,55.0,7949.0,0.0,319.1904761904762,564,3137,696,2157,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,8.0,15.0,0.0,5.0,7.0,0.0,13.0,9.0,1.0,4.0,0.0,0.0,0.0,2.0,16.0,5.0,2.0,6.0,0.0,0.0,12.0,7.0,17.0,4.0,2.0
322530390,cian.ru,Войковский,53.0,27.0,2921.0,55.0,201.75,830,5251,2631,4762,362300.0,217.0,106.0,10725.0,55.0,422.69565217391306,830,5251,2631,4762,3.0,1.0,5.0,8.0,0.0,1.0,5.0,0.0,10.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,12.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,10.0,0.0,0.0,15.0,3.0,13.0,21.0,0.0,2.0,13.0,0.0,21.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,26.0,8.0,6.0,9.0,0.0,2.0,10.0,7.0,19.0,7.0,2.0
324706189,cian.ru,Печатники,17.0,1.0,,0.0,88.0,2,18365,0,5403,286900.0,101.0,2.0,299.0,0.0,426.0,2,18365,0,5403,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,13.0,5.0,6.0,0.0,0.0
6123865731217989632,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6122996712463657984,realty.yandex.ru,Левобережный,60.0,10.0,1961.0,8.0,131.125,982,6251,3737,5773,362900.0,165.0,50.0,8543.0,8.0,202.5,982,6251,3737,5773,4.0,1.0,4.0,10.0,0.0,1.0,2.0,0.0,15.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,3.0,0.0,0.0,9.0,6.0,7.0,1.0,0.0,10.0,4.0,7.0,21.0,1.0,3.0,7.0,0.0,19.0,5.0,2.0,9.0,2.0,2.0,1.0,2.0,14.0,6.0,3.0,4.0,0.0,1.0,10.0,8.0,11.0,4.0,1.0
7517866235141811200,realty.yandex.ru,Левобережный,60.0,10.0,1961.0,8.0,131.125,982,6251,3737,5773,362900.0,165.0,50.0,8543.0,8.0,202.5,982,6251,3737,5773,4.0,1.0,4.0,10.0,0.0,1.0,2.0,0.0,15.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,3.0,0.0,0.0,9.0,6.0,7.0,1.0,0.0,10.0,4.0,7.0,21.0,1.0,3.0,7.0,0.0,19.0,5.0,2.0,9.0,2.0,2.0,1.0,2.0,14.0,6.0,3.0,4.0,0.0,1.0,10.0,8.0,11.0,4.0,1.0
322812441,cian.ru,Войковский,53.0,27.0,2921.0,55.0,201.75,830,5251,2631,4762,362300.0,217.0,106.0,10725.0,55.0,422.69565217391306,830,5251,2631,4762,3.0,1.0,5.0,8.0,0.0,1.0,5.0,0.0,10.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,12.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,10.0,0.0,0.0,15.0,3.0,13.0,21.0,0.0,2.0,13.0,0.0,21.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,26.0,8.0,6.0,9.0,0.0,2.0,10.0,7.0,19.0,7.0,2.0
3965285094498847232,realty.yandex.ru,Марьина Роща,44.0,14.0,1730.0,21.0,47.5,818,3069,1223,2858,402200.0,191.0,39.0,3895.0,21.0,374.0,818,3069,1223,2858,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,5.0,3.0,4.0,5.0,0.0,2.0,3.0,0.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,11.0,3.0,2.0,0.0,0.0,1.0,4.0,5.0,6.0,7.0,0.0
6123865677967768576,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
322536129,cian.ru,Замоскворечье,71.0,10.0,116.0,51.0,181.2,274,22067,252,15891,543700.0,322.0,54.0,2763.0,51.0,393.8421052631579,274,22067,252,15891,1.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,11.0,8.0,16.0,27.0,2.0,3.0,4.0,0.0,35.0,7.0,2.0,0.0,5.0,0.0,0.0,17.0,6.0,5.0,10.0,6.0,0.0,4.0,28.0,28.0,45.0,2.0,4.0
321886599,cian.ru,Басманный,94.0,33.0,2774.0,0.0,189.3571428571429,322,2074,1298,3014,461200.0,380.0,90.0,7224.0,0.0,367.8783783783784,322,2074,1298,3014,4.0,2.0,5.0,10.0,0.0,4.0,4.0,0.0,3.0,7.0,2.0,2.0,6.0,0.0,0.0,3.0,15.0,0.0,7.0,1.0,0.0,3.0,4.0,9.0,9.0,2.0,0.0,16.0,14.0,19.0,28.0,1.0,6.0,7.0,0.0,13.0,15.0,7.0,7.0,12.0,0.0,0.0,14.0,30.0,8.0,12.0,5.0,0.0,5.0,22.0,20.0,23.0,4.0,1.0
6123234505762425856,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
321187888,cian.ru,Донской,46.0,8.0,603.0,53.0,167.6153846153846,240,25195,697,13525,391900.0,141.0,28.0,3881.0,53.0,377.2,240,25195,697,13525,2.0,2.0,3.0,9.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,6.0,12.0,12.0,2.0,0.0,9.0,7.0,6.0,19.0,0.0,5.0,4.0,0.0,6.0,5.0,3.0,1.0,8.0,1.0,0.0,11.0,10.0,0.0,7.0,4.0,0.0,4.0,12.0,20.0,20.0,3.0,0.0
6123023925989027840,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6123815353846545408,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6123924712937621504,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6123815355621552128,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
7567824835,avito.ru,Покровское-Стрешнево,34.0,,,9.0,160.7,1018,8863,116,2934,398600.0,148.0,21.0,1888.0,9.0,326.6842105263158,1018,8863,116,2934,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,3.0,1.0,0.0
6122997374541403136,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6123815297933812736,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
6122997378091418624,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
3963650817019147776,realty.yandex.ru,Бабушкинский,78.0,12.0,3967.0,90.0,181.72222222222223,2316,3019,5084,1483,308800.0,234.0,35.0,6986.0,90.0,316.65714285714284,2316,3019,5084,1483,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,4.0,7.0,1.0,1.0,4.0,0.0,15.0,3.0,1.0,1.0,6.0,0.0,0.0,3.0,10.0,6.0,3.0,3.0,0.0,1.0,5.0,4.0,1.0,3.0,1.0
6123023950839131136,realty.yandex.ru,Теплый Стан,22.0,11.0,1906.0,0.0,0.0,370,12038,1590,5384,312900.0,79.0,32.0,6965.0,0.0,269.3333333333333,370,12038,1590,5384,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,4.0,0.0,6.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,21.0,2.0,4.0,3.0,0.0,0.0,6.0,7.0,9.0,5.0,0.0
323483480,cian.ru,Лефортово,47.0,14.0,3815.0,0.0,177.75,3256,12079,3869,10979,279300.0,177.0,45.0,10404.0,0.0,409.2692307692308,3256,12079,3869,10979,4.0,0.0,6.0,10.0,0.0,3.0,4.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,8.0,1.0,17.0,29.0,1.0,8.0,9.0,1.0,21.0,9.0,4.0,5.0,25.0,0.0,2.0,7.0,19.0,1.0,4.0,6.0,2.0,0.0,21.0,30.0,35.0,5.0,0.0
323087807,cian.ru,Замоскворечье,71.0,10.0,116.0,51.0,181.2,274,22067,252,15891,543700.0,322.0,54.0,2763.0,51.0,393.8421052631579,274,22067,252,15891,1.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,11.0,8.0,16.0,27.0,2.0,3.0,4.0,0.0,35.0,7.0,2.0,0.0,5.0,0.0,0.0,17.0,6.0,5.0,10.0,6.0,0.0,4.0,28.0,28.0,45.0,2.0,4.0
